Rivers,Gauge Sites,Date,Up Stream,Down Stream
INDUS,Sukkar,28-Aug-19,NR,NR
INDUS,Kotri,28-Aug-19,NR,NR
JHELUM,Kotli,28-Aug-19,-,4410
JHELUM,Mangla,28-Aug-19,25000,10215
JHELUM,Rasul,28-Aug-19,5945,NIL
CHENAB,Jammu Tavi,28-Aug-19,-,-
CHENAB,Marala,28-Aug-19,58921,27571
CHENAB,Khanki,28-Aug-19,35543,27606
CHENAB,Qadirabad,28-Aug-19,35049,17049
CHENAB,Trimmu,28-Aug-19,29489,16389
CHENAB,Punjnad,28-Aug-19,68117,51337
RAVI,Jassar,28-Aug-19,-,26180
RAVI,Balloki,28-Aug-19,45385,24185
RAVI,Sidhnai,28-Aug-19,22954,7854
SUTLEJ,Sulemanki,28-Aug-19,42728,31922
SUTLEJ,Islam,28-Aug-19,23690,22440
INDUS,Kalabagh,28-Aug-19,164497,156497
INDUS,Chashma,28-Aug-19,188385,178830
INDUS,Taunsa,28-Aug-19,142298,124598
INDUS,Guddu,28-Aug-19,201392,167434
INDUS,Sukkar,28-Aug-19,160850,108600
INDUS,Kotri,28-Aug-19,207170,186515
JHELUM,Kotli,28-Aug-19,-,4290
JHELUM,Mangla,28-Aug-19,25000,10215
JHELUM,Rasul,28-Aug-19,2945,Nil
CHENAB,Jammu Tavi,28-Aug-19,-,-
CHENAB,Marala,28-Aug-19,58921,27571
CHENAB,Khanki,28-Aug-19,37499,29562
CHENAB,Qadirabad,28-Aug-19,29928,11928
CHENAB,Trimmu,28-Aug-19,29489,16389
CHENAB,Punjnad,28-Aug-19,68117,51337
RAVI,Jassar,28-Aug-19,-,25560
RAVI,Balloki,28-Aug-19,45385,24185
RAVI,Sidhnai,28-Aug-19,23377,8277
SUTLEJ,Sulemanki,28-Aug-19,42932,31922
SUTLEJ,Islam,28-Aug-19,23690,22440
INDUS,Kalabagh,28-Aug-19,164497,156497
INDUS,Chashma,28-Aug-19,184657,173052
INDUS,Taunsa,28-Aug-19,142298,124598
INDUS,Guddu,28-Aug-19,201392,167434
INDUS,Sukkar,28-Aug-19,160850,108600
INDUS,Kotri,28-Aug-19,207170,186515
JHELUM,Kotli,28-Aug-19,-,4410
JHELUM,Mangla,28-Aug-19,25000,8815
JHELUM,Rasul,28-Aug-19,2945,-
CHENAB,Jammu Tavi,28-Aug-19,-,-
CHENAB,Marala,28-Aug-19,60903,29553
CHENAB,Khanki,28-Aug-19,37499,29562
CHENAB,Qadirabad,28-Aug-19,29928,11928
CHENAB,Trimmu,28-Aug-19,29489,16389
CHENAB,Punjnad,28-Aug-19,63791,47041
RAVI,Jassar,28-Aug-19,-,24940
RAVI,Balloki,28-Aug-19,46575,25375
RAVI,Sidhnai,28-Aug-19,23377,8277
SUTLEJ,Sulemanki,28-Aug-19,40066,28856
SUTLEJ,Islam,28-Aug-19,23690,22440
INDUS,Kalabagh,29-Aug-19,165452,157452
INDUS,Chashma,29-Aug-19,178014,164214
INDUS,Taunsa,29-Aug-19,137348,119648
INDUS,Guddu,29-Aug-19,195491,178445
INDUS,Sukkar,29-Aug-19,157050,104020
INDUS,Kotri,29-Aug-19,207204,198579
JHELUM,Kotli,29-Aug-19,-,4410
JHELUM,Mangla,29-Aug-19,26000,8815
JHELUM,Rasul,29-Aug-19,2945,Nil
CHENAB,Jammu Tavi,29-Aug-19,-,-
CHENAB,Marala,29-Aug-19,60903,29553
CHENAB,Khanki,29-Aug-19,33385,25448
CHENAB,Qadirabad,29-Aug-19,29928,11928
CHENAB,Trimmu,29-Aug-19,25452,12352
CHENAB,Punjnad,29-Aug-19,63791,47041
RAVI,Jassar,29-Aug-19,-,26180
RAVI,Balloki,29-Aug-19,46575,25375
RAVI,Sidhnai,29-Aug-19,23377,8277
SUTLEJ,Sulemanki,29-Aug-19,40066,28856
SUTLEJ,Islam,29-Aug-19,24190,22440
INDUS,Kalabagh,29-Aug-19,180129,172129
INDUS,Chashma,29-Aug-19,168051,151551
INDUS,Taunsa,29-Aug-19,134498,114798
INDUS,Guddu,29-Aug-19,188532,178445
INDUS,Sukkar,29-Aug-19,157050,104020
INDUS,Kotri,29-Aug-19,207729,198579
JHELUM,Kotli,29-Aug-19,-,4410
JHELUM,Mangla,29-Aug-19,24000,12415
JHELUM,Rasul,29-Aug-19,2945,Nil
CHENAB,Jammu Tavi,29-Aug-19,-,-
CHENAB,Marala,29-Aug-19,60903,29553
CHENAB,Khanki,29-Aug-19,33385,25448
CHENAB,Qadirabad,29-Aug-19,24723,6723
CHENAB,Trimmu,29-Aug-19,25452,12352
CHENAB,Punjnad,29-Aug-19,53151,36301
RAVI,Jassar,29-Aug-19,-,26800
RAVI,Balloki,29-Aug-19,46575,25375
RAVI,Sidhnai,29-Aug-19,24749,9649
SUTLEJ,Sulemanki,29-Aug-19,40315,28856
SUTLEJ,Islam,29-Aug-19,24190,22440
INDUS,Kalabagh,29-Aug-19,163742,155542
INDUS,Chashma,29-Aug-19,169856,150986
INDUS,Taunsa,29-Aug-19,134498,114798
INDUS,Guddu,29-Aug-19,188532,178445
INDUS,Sukkar,29-Aug-19,157050,104020
INDUS,Kotri,29-Aug-19,207729,198579
JHELUM,Kotli,29-Aug-19,-,4290
JHELUM,Mangla,29-Aug-19,24000,12415
JHELUM,Rasul,29-Aug-19,2945,Nil
CHENAB,Jammu Tavi,29-Aug-19,-,-
CHENAB,Marala,29-Aug-19,58921,27571
CHENAB,Khanki,29-Aug-19,33385,25448
CHENAB,Qadirabad,29-Aug-19,27324,9324
CHENAB,Trimmu,29-Aug-19,23314,10214
CHENAB,Punjnad,29-Aug-19,52901,36301
RAVI,Jassar,29-Aug-19,-,26180
RAVI,Balloki,29-Aug-19,48405,27205
RAVI,Sidhnai,29-Aug-19,24749,9649
SUTLEJ,Sulemanki,29-Aug-19,38737,26975
SUTLEJ,Islam,29-Aug-19,24190,22440
INDUS,Kalabagh,29-Aug-19,171559,163359
INDUS,Chashma,29-Aug-19,170096,151516
INDUS,Taunsa,29-Aug-19,134498,114798
INDUS,Guddu,29-Aug-19,188532,178445
INDUS,Sukkar,29-Aug-19,157050,104020
INDUS,Kotri,29-Aug-19,207729,198579
JHELUM,Kotli,29-Aug-19,-,4410
JHELUM,Mangla,29-Aug-19,24000,8815
JHELUM,Rasul,29-Aug-19,2945,Nil
CHENAB,Jammu Tavi,29-Aug-19,-,-
CHENAB,Marala,29-Aug-19,64274,32924
CHENAB,Khanki,29-Aug-19,37475,29562
CHENAB,Qadirabad,29-Aug-19,27324,9324
CHENAB,Trimmu,29-Aug-19,23314,10214
CHENAB,Punjnad,29-Aug-19,52901,36301
RAVI,Jassar,29-Aug-19,-,23700
RAVI,Balloki,29-Aug-19,48405,27205
RAVI,Sidhnai,29-Aug-19,24749,9649
SUTLEJ,Sulemanki,29-Aug-19,32531,20726
SUTLEJ,Islam,29-Aug-19,24190,22440
INDUS,Kalabagh,30-Aug-19,172899,164699
INDUS,Chashma,30-Aug-19,175051,153751
INDUS,Taunsa,30-Aug-19,140448,119748
INDUS,Guddu,30-Aug-19,170452,158277
INDUS,Sukkar,30-Aug-19,166835,119215
INDUS,Kotri,30-Aug-19,204404,198579
JHELUM,Kotli,30-Aug-19,-,4530
JHELUM,Mangla,30-Aug-19,26000,8815
JHELUM,Rasul,30-Aug-19,2945,Nil
CHENAB,Jammu Tavi,30-Aug-19,-,-
CHENAB,Marala,30-Aug-19,58921,27571
CHENAB,Khanki,30-Aug-19,35519,27606
CHENAB,Qadirabad,30-Aug-19,27324,9324
CHENAB,Trimmu,30-Aug-19,23314,10214
CHENAB,Punjnad,30-Aug-19,52901,36301
RAVI,Jassar,30-Aug-19,-,24320
RAVI,Balloki,30-Aug-19,49600,28400
RAVI,Sidhnai,30-Aug-19,27257,12157
SUTLEJ,Sulemanki,30-Aug-19,32531,20726
SUTLEJ,Islam,30-Aug-19,24190,22440
INDUS,Kalabagh,30-Aug-19,172899,164699
INDUS,Chashma,30-Aug-19,182169,160869
INDUS,Taunsa,30-Aug-19,147735,127035
INDUS,Guddu,30-Aug-19,168449,158277
INDUS,Sukkar,30-Aug-19,166835,119215
INDUS,Kotri,30-Aug-19,197784,191434
JHELUM,Kotli,30-Aug-19,-,4290
JHELUM,Mangla,30-Aug-19,24000,10215
JHELUM,Rasul,30-Aug-19,2945,Nil
CHENAB,Jammu Tavi,30-Aug-19,-,-
CHENAB,Marala,30-Aug-19,64174,32924
CHENAB,Khanki,30-Aug-19,37340,29562
CHENAB,Qadirabad,30-Aug-19,29928,11928
CHENAB,Trimmu,30-Aug-19,25520,12420
CHENAB,Punjnad,30-Aug-19,49330,32730
RAVI,Jassar,30-Aug-19,-,23700
RAVI,Balloki,30-Aug-19,49600,28400
RAVI,Sidhnai,30-Aug-19,27257,12157
SUTLEJ,Sulemanki,30-Aug-19,32852,20736
SUTLEJ,Islam,30-Aug-19,24190,22440
INDUS,Kalabagh,30-Aug-19,172514,164314
INDUS,Chashma,30-Aug-19,207311,186011
INDUS,Taunsa,30-Aug-19,154850,133650
INDUS,Guddu,30-Aug-19,150941,135009
INDUS,Sukkar,30-Aug-19,147050,98780
INDUS,Kotri,30-Aug-19,178864,169734
JHELUM,Kotli,30-Aug-19,-,4050
JHELUM,Mangla,30-Aug-19,24000,11855
JHELUM,Rasul,30-Aug-19,2945,Nil
CHENAB,Jammu Tavi,30-Aug-19,-,-
CHENAB,Marala,30-Aug-19,64224,32874
CHENAB,Khanki,30-Aug-19,44758,37029
CHENAB,Qadirabad,30-Aug-19,46553,28553
CHENAB,Trimmu,30-Aug-19,27643,14543
CHENAB,Punjnad,30-Aug-19,43666,26816
RAVI,Jassar,30-Aug-19,-,28040
RAVI,Balloki,30-Aug-19,50600,23000
RAVI,Sidhnai,30-Aug-19,28469,13369
SUTLEJ,Sulemanki,30-Aug-19,23753,11397
SUTLEJ,Islam,30-Aug-19,38922,37172
INDUS,Kalabagh,30-Aug-19,184355,176155
INDUS,Chashma,30-Aug-19,179995,158695
INDUS,Taunsa,30-Aug-19,154850,133650
INDUS,Guddu,30-Aug-19,164444,150558
INDUS,Sukkar,30-Aug-19,166835,119215
INDUS,Kotri,30-Aug-19,195226,188876
JHELUM,Kotli,30-Aug-19,-,4410
JHELUM,Mangla,30-Aug-19,25000,8815
JHELUM,Rasul,30-Aug-19,2945,Nil
CHENAB,Jammu Tavi,30-Aug-19,-,-
CHENAB,Marala,30-Aug-19,74880,43630
CHENAB,Khanki,30-Aug-19,41278,33500
CHENAB,Qadirabad,30-Aug-19,35049,17049
CHENAB,Trimmu,30-Aug-19,25520,12420
CHENAB,Punjnad,30-Aug-19,49580,32730
RAVI,Jassar,30-Aug-19,-,23700
RAVI,Balloki,30-Aug-19,49975,25375
RAVI,Sidhnai,30-Aug-19,27257,12157
SUTLEJ,Sulemanki,30-Aug-19,25662,13645
SUTLEJ,Islam,30-Aug-19,42153,40403
INDUS,Kalabagh,31-Aug-19,191738,183538
INDUS,Chashma,31-Aug-19,179783,158483
INDUS,Taunsa,31-Aug-19,154850,133650
INDUS,Guddu,31-Aug-19,153146,140055
INDUS,Sukkar,31-Aug-19,148005,103395
INDUS,Kotri,31-Aug-19,187285,180935
JHELUM,Kotli,31-Aug-19,-,4410
JHELUM,Mangla,31-Aug-19,24000,8815
JHELUM,Rasul,31-Aug-19,2945,Nil
CHENAB,Jammu Tavi,31-Aug-19,-,-
CHENAB,Marala,31-Aug-19,69527,38277
CHENAB,Khanki,31-Aug-19,46478,38700
CHENAB,Qadirabad,31-Aug-19,35049,17049
CHENAB,Trimmu,31-Aug-19,25520,12420
CHENAB,Punjnad,31-Aug-19,43666,26816
RAVI,Jassar,31-Aug-19,-,24940
RAVI,Balloki,31-Aug-19,50100,23000
RAVI,Sidhnai,31-Aug-19,28469,13369
SUTLEJ,Sulemanki,31-Aug-19,23414,11397
SUTLEJ,Islam,31-Aug-19,54145,52355
INDUS,Kalabagh,31-Aug-19,194776,186576
INDUS,Chashma,31-Aug-19,190008,168708
INDUS,Taunsa,31-Aug-19,154850,133650
INDUS,Guddu,31-Aug-19,150941,135009
INDUS,Sukkar,31-Aug-19,148005,103395
INDUS,Kotri,31-Aug-19,183495,176325
JHELUM,Kotli,31-Aug-19,-,4170
JHELUM,Mangla,31-Aug-19,24000,10515
JHELUM,Rasul,31-Aug-19,2945,Nil
CHENAB,Jammu Tavi,31-Aug-19,-,-
CHENAB,Marala,31-Aug-19,64224,32874
CHENAB,Khanki,31-Aug-19,56114,48446
CHENAB,Qadirabad,31-Aug-19,40264,22264
CHENAB,Trimmu,31-Aug-19,27643,14543
CHENAB,Punjnad,31-Aug-19,43666,26816
RAVI,Jassar,31-Aug-19,-,30690
RAVI,Balloki,31-Aug-19,50600,23000
RAVI,Sidhnai,31-Aug-19,28469,13369
SUTLEJ,Sulemanki,31-Aug-19,23566,11397
SUTLEJ,Islam,31-Aug-19,52120,50370
INDUS,Kalabagh,31-Aug-19,172514,164314
INDUS,Chashma,31-Aug-19,207311,186011
INDUS,Taunsa,31-Aug-19,154850,133650
INDUS,Guddu,31-Aug-19,150941,135009
INDUS,Sukkar,31-Aug-19,147050,98780
INDUS,Kotri,31-Aug-19,178864,169734
JHELUM,Kotli,31-Aug-19,-,4050
JHELUM,Mangla,31-Aug-19,24000,11855
JHELUM,Rasul,31-Aug-19,2945,Nil
CHENAB,Jammu Tavi,31-Aug-19,-,-
CHENAB,Marala,31-Aug-19,64224,32874
CHENAB,Khanki,31-Aug-19,44758,37029
CHENAB,Qadirabad,31-Aug-19,46553,28553
CHENAB,Trimmu,31-Aug-19,27643,14543
CHENAB,Punjnad,31-Aug-19,43666,26816
RAVI,Jassar,31-Aug-19,-,28040
RAVI,Balloki,31-Aug-19,50600,23000
RAVI,Sidhnai,31-Aug-19,28469,13369
SUTLEJ,Sulemanki,31-Aug-19,23753,11397
SUTLEJ,Islam,31-Aug-19,38922,37172
INDUS,Kalabagh,31-Aug-19,184355,176155
INDUS,Chashma,31-Aug-19,203850,182550
INDUS,Taunsa,31-Aug-19,154850,133650
INDUS,Guddu,31-Aug-19,150941,135009
INDUS,Sukkar,31-Aug-19,147050,98780
INDUS,Kotri,31-Aug-19,178864,169734
JHELUM,Kotli,31-Aug-19,-,3930
JHELUM,Mangla,31-Aug-19,24000,8815
JHELUM,Rasul,31-Aug-19,2945,Nil
CHENAB,Jammu Tavi,31-Aug-19,-,-
CHENAB,Marala,31-Aug-19,58971,27571
CHENAB,Khanki,31-Aug-19,39187,31458
CHENAB,Qadirabad,31-Aug-19,40264,22264
CHENAB,Trimmu,31-Aug-19,27643,14543
CHENAB,Punjnad,31-Aug-19,43166,26816
RAVI,Jassar,31-Aug-19,-,24320
RAVI,Balloki,31-Aug-19,50900,23000
RAVI,Sidhnai,31-Aug-19,29104,14004
SUTLEJ,Sulemanki,31-Aug-19,23753,11397
SUTLEJ,Islam,31-Aug-19,34247,32497
INDUS,Kalabagh,01-Sept-19,184355,176155
INDUS,Chashma,01-Sept-19,184454,163154
INDUS,Taunsa,01-Sept-19,154850,133650
INDUS,Guddu,01-Sept-19,137783,122992
INDUS,Sukkar,01-Sept-19,131410,79100
INDUS,Kotri,01-Sept-19,167361,156686
JHELUM,Kotli,01-Sept-19,-,3810
JHELUM,Mangla,01-Sept-19,23000,8815
JHELUM,Rasul,01-Sept-19,5945,Nil
CHENAB,Jammu Tavi,01-Sept-19,-,-
CHENAB,Marala,01-Sept-19,62745,31345
CHENAB,Khanki,01-Sept-19,37291,29562
CHENAB,Qadirabad,01-Sept-19,32480,14480
CHENAB,Trimmu,01-Sept-19,27643,14543
CHENAB,Punjnad,01-Sept-19,43166,26816
RAVI,Jassar,01-Sept-19,-,23700
RAVI,Balloki,01-Sept-19,50900,23000
RAVI,Sidhnai,01-Sept-19,29104,14004
SUTLEJ,Sulemanki,01-Sept-19,28187,15831
SUTLEJ,Islam,01-Sept-19,25550,23800
INDUS,Kalabagh,01-Sept-19,195080,186880
INDUS,Chashma,01-Sept-19,176270,154970
INDUS,Taunsa,01-Sept-19,154850,133650
INDUS,Guddu,01-Sept-19,139718,122992
INDUS,Sukkar,01-Sept-19,131410,79100
INDUS,Kotri,01-Sept-19,151405,139250
JHELUM,Kotli,01-Sept-19,-,3700
JHELUM,Mangla,01-Sept-19,23000,10415
JHELUM,Rasul,01-Sept-19,5945,Nil
CHENAB,Jammu Tavi,01-Sept-19,-,-
CHENAB,Marala,01-Sept-19,58971,27571
CHENAB,Khanki,01-Sept-19,37315,29562
CHENAB,Qadirabad,01-Sept-19,35049,17049
CHENAB,Trimmu,01-Sept-19,28717,15617
CHENAB,Punjnad,01-Sept-19,43166,26816
RAVI,Jassar,01-Sept-19,-,11826
RAVI,Balloki,01-Sept-19,50900,23000
RAVI,Sidhnai,01-Sept-19,28554,13454
SUTLEJ,Sulemanki,01-Sept-19,28187,15831
SUTLEJ,Islam,01-Sept-19,25550,23800
INDUS,Kalabagh,01-Sept-19,195681,187481
INDUS,Chashma,01-Sept-19,178789,154941
INDUS,Taunsa,01-Sept-19,154850,133650
INDUS,Guddu,01-Sept-19,139718,122992
INDUS,Sukkar,01-Sept-19,131410,79100
INDUS,Kotri,01-Sept-19,151310,137355
JHELUM,Kotli,01-Sept-19,-,3700
JHELUM,Mangla,01-Sept-19,23000,8615
JHELUM,Rasul,01-Sept-19,2945,Nil
CHENAB,Jammu Tavi,01-Sept-19,-,-
CHENAB,Marala,01-Sept-19,58971,27571
CHENAB,Khanki,01-Sept-19,37352,29562
CHENAB,Qadirabad,01-Sept-19,32480,14480
CHENAB,Trimmu,01-Sept-19,28717,15617
CHENAB,Punjnad,01-Sept-19,43166,26816
RAVI,Jassar,01-Sept-19,-,12199
RAVI,Balloki,01-Sept-19,50900,23000
RAVI,Sidhnai,01-Sept-19,28554,13454
SUTLEJ,Sulemanki,01-Sept-19,28187,15831
SUTLEJ,Islam,01-Sept-19,25550,23800
INDUS,Kalabagh,01-Sept-19,184875,176675
INDUS,Chashma,01-Sept-19,192665,171365
INDUS,Taunsa,01-Sept-19,154850,133650
INDUS,Guddu,01-Sept-19,139718,122992
INDUS,Sukkar,01-Sept-19,131410,79100
INDUS,Kotri,01-Sept-19,151310,137355
JHELUM,Kotli,01-Sept-19,-,3580
JHELUM,Mangla,01-Sept-19,24000,10415
JHELUM,Rasul,01-Sept-19,2945,Nil
CHENAB,Jammu Tavi,01-Sept-19,-,-
CHENAB,Marala,01-Sept-19,64574,32924
CHENAB,Khanki,01-Sept-19,33262,25448
CHENAB,Qadirabad,01-Sept-19,29928,11928
CHENAB,Trimmu,01-Sept-19,27643,14543
CHENAB,Punjnad,01-Sept-19,42996,26816
RAVI,Jassar,01-Sept-19,-,11826
RAVI,Balloki,01-Sept-19,50900,23000
RAVI,Sidhnai,01-Sept-19,29396,14296
SUTLEJ,Sulemanki,01-Sept-19,27900,15831
SUTLEJ,Islam,01-Sept-19,25550,23800
INDUS,Kalabagh,02-Sept-19,188853,180653
INDUS,Chashma,02-Sept-19,197397,176097
INDUS,Taunsa,02-Sept-19,159718,138518
INDUS,Guddu,02-Sept-19,160792,143956
INDUS,Sukkar,02-Sept-19,115190,61290
INDUS,Kotri,02-Sept-19,136284,126334
JHELUM,Kotli,02-Sept-19,-,3810
JHELUM,Mangla,02-Sept-19,26000,10415
JHELUM,Rasul,02-Sept-19,2945,Nil
CHENAB,Jammu Tavi,02-Sept-19,-,-
CHENAB,Marala,02-Sept-19,66356,34906
CHENAB,Khanki,02-Sept-19,33262,25448
CHENAB,Qadirabad,02-Sept-19,27324,9324
CHENAB,Trimmu,02-Sept-19,27643,14543
CHENAB,Punjnad,02-Sept-19,44972,28922
RAVI,Jassar,02-Sept-19,-,12571
RAVI,Balloki,02-Sept-19,52085,24185
RAVI,Sidhnai,02-Sept-19,29285,14185
SUTLEJ,Sulemanki,02-Sept-19,27804,15831
SUTLEJ,Islam,02-Sept-19,25550,23800
INDUS,Kalabagh,02-Sept-19,195681,187481
INDUS,Chashma,02-Sept-19,202101,180801
INDUS,Taunsa,02-Sept-19,165843,144643
INDUS,Guddu,02-Sept-19,160313,140446
INDUS,Sukkar,02-Sept-19,115190,61290
INDUS,Kotri,02-Sept-19,125454,115504
JHELUM,Kotli,02-Sept-19,-,4650
JHELUM,Mangla,02-Sept-19,23000,10315
JHELUM,Rasul,02-Sept-19,5945,Nil
CHENAB,Jammu Tavi,02-Sept-19,-,-
CHENAB,Marala,02-Sept-19,59021,27571
CHENAB,Khanki,02-Sept-19,35420,27606
CHENAB,Qadirabad,02-Sept-19,26048,8048
CHENAB,Trimmu,02-Sept-19,28717,15617
CHENAB,Punjnad,02-Sept-19,47382,31332
RAVI,Jassar,02-Sept-19,-,12984
RAVI,Balloki,02-Sept-19,52085,24185
RAVI,Sidhnai,02-Sept-19,30484,15384
SUTLEJ,Sulemanki,02-Sept-19,27804,15831
SUTLEJ,Islam,02-Sept-19,25550,23800
INDUS,Kalabagh,02-Sept-19,188622,180422
INDUS,Chashma,02-Sept-19,198570,177270
INDUS,Taunsa,02-Sept-19,165843,144643
INDUS,Guddu,02-Sept-19,160284,136474
INDUS,Sukkar,02-Sept-19,118750,65025
INDUS,Kotri,02-Sept-19,125454,115504
JHELUM,Kotli,02-Sept-19,-,4290
JHELUM,Mangla,02-Sept-19,23000,10051
JHELUM,Rasul,02-Sept-19,5945,Nil
CHENAB,Jammu Tavi,02-Sept-19,-,-
CHENAB,Marala,02-Sept-19,59021,27371
CHENAB,Khanki,02-Sept-19,39272,31458
CHENAB,Qadirabad,02-Sept-19,32480,14480
CHENAB,Trimmu,02-Sept-19,30826,17726
CHENAB,Punjnad,02-Sept-19,47382,31332
RAVI,Jassar,02-Sept-19,-,15461
RAVI,Balloki,02-Sept-19,49815,21815
RAVI,Sidhnai,02-Sept-19,30484,15384
SUTLEJ,Sulemanki,02-Sept-19,27804,15831
SUTLEJ,Islam,02-Sept-19,17607,16057
INDUS,Kalabagh,02-Sept-19,187667,179467
INDUS,Chashma,02-Sept-19,200688,179388
INDUS,Taunsa,02-Sept-19,165843,144643
INDUS,Guddu,02-Sept-19,160284,136474
INDUS,Sukkar,02-Sept-19,118750,65025
INDUS,Kotri,02-Sept-19,125454,115504
JHELUM,Kotli,02-Sept-19,-,4170
JHELUM,Mangla,02-Sept-19,21000,10955
JHELUM,Rasul,02-Sept-19,5945,Nil
CHENAB,Jammu Tavi,02-Sept-19,-,-
CHENAB,Marala,02-Sept-19,63045,31345
CHENAB,Khanki,02-Sept-19,31538,23724
CHENAB,Qadirabad,02-Sept-19,32480,14480
CHENAB,Trimmu,02-Sept-19,32761,19661
CHENAB,Punjnad,02-Sept-19,47382,31332
RAVI,Jassar,02-Sept-19,-,12984
RAVI,Balloki,02-Sept-19,48625,20625
RAVI,Sidhnai,02-Sept-19,30184,15384
SUTLEJ,Sulemanki,02-Sept-19,27907,15831
SUTLEJ,Islam,02-Sept-19,17607,16057
INDUS,Kalabagh,03-Sept-19,182965,174765
INDUS,Chashma,03-Sept-19,201289,179989
INDUS,Taunsa,03-Sept-19,167776,146576
INDUS,Guddu,03-Sept-19,162596,140838
INDUS,Sukkar,03-Sept-19,135060,82420
INDUS,Kotri,03-Sept-19,117169,107219
JHELUM,Kotli,03-Sept-19,-,4050
JHELUM,Mangla,03-Sept-19,21000,8615
JHELUM,Rasul,03-Sept-19,2945,Nil
CHENAB,Jammu Tavi,03-Sept-19,-,-
CHENAB,Marala,03-Sept-19,61253,29553
CHENAB,Khanki,03-Sept-19,33263,25448
CHENAB,Qadirabad,03-Sept-19,27324,9324
CHENAB,Trimmu,03-Sept-19,32761,19661
CHENAB,Punjnad,03-Sept-19,47382,31332
RAVI,Jassar,03-Sept-19,-,13397
RAVI,Balloki,03-Sept-19,47440,19440
RAVI,Sidhnai,03-Sept-19,30184,15384
SUTLEJ,Sulemanki,03-Sept-19,27907,15831
SUTLEJ,Islam,03-Sept-19,17607,16057
INDUS,Kalabagh,03-Sept-19,193771,185571
INDUS,Chashma,03-Sept-19,196973,175673
INDUS,Taunsa,03-Sept-19,167776,146576
INDUS,Guddu,03-Sept-19,163135,140838
INDUS,Sukkar,03-Sept-19,135060,82420
INDUS,Kotri,03-Sept-19,112298,101848
JHELUM,Kotli,03-Sept-19,-,3810
JHELUM,Mangla,03-Sept-19,21000,10615
JHELUM,Rasul,03-Sept-19,2945,NIL
CHENAB,Jammu Tavi,03-Sept-19,-,-
CHENAB,Marala,03-Sept-19,59271,27571
CHENAB,Khanki,03-Sept-19,35420,27606
CHENAB,Qadirabad,03-Sept-19,27324,9324
CHENAB,Trimmu,03-Sept-19,33633,20533
CHENAB,Punjnad,03-Sept-19,44813,28763
RAVI,Jassar,03-Sept-19,-,6602
RAVI,Balloki,03-Sept-19,45065,17065
RAVI,Sidhnai,03-Sept-19,30184,15384
SUTLEJ,Sulemanki,03-Sept-19,28148,15831
SUTLEJ,Islam,03-Sept-19,14133,12583
INDUS,Kalabagh,03-Sept-19,178603,170403
INDUS,Chashma,03-Sept-19,187325,166025
INDUS,Taunsa,03-Sept-19,167776,146576
INDUS,Guddu,03-Sept-19,163135,140838
INDUS,Sukkar,03-Sept-19,135060,82420
INDUS,Kotri,03-Sept-19,108095,977555
JHELUM,Kotli,03-Sept-19,-,3700
JHELUM,Mangla,03-Sept-19,22000,11215
JHELUM,Rasul,03-Sept-19,2945,Nil
CHENAB,Jammu Tavi,03-Sept-19,-,-
CHENAB,Marala,03-Sept-19,53918,22218
CHENAB,Khanki,03-Sept-19,39272,31458
CHENAB,Qadirabad,03-Sept-19,27324,9324
CHENAB,Trimmu,03-Sept-19,36366,23266
CHENAB,Punjnad,03-Sept-19,45013,28763
RAVI,Jassar,03-Sept-19,-,6353
RAVI,Balloki,03-Sept-19,45165,17065
RAVI,Sidhnai,03-Sept-19,30184,15384
SUTLEJ,Sulemanki,03-Sept-19,28148,15831
SUTLEJ,Islam,03-Sept-19,14133,12583
INDUS,Kalabagh,03-Sept-19,172219,164019
INDUS,Chashma,03-Sept-19,184384,163084
INDUS,Taunsa,03-Sept-19,167776,146576
INDUS,Guddu,03-Sept-19,163135,140838
INDUS,Sukkar,03-Sept-19,135060,82420
INDUS,Kotri,03-Sept-19,108095,97555
JHELUM,Kotli,03-Sept-19,-,3580
JHELUM,Mangla,03-Sept-19,20000,7915
JHELUM,Rasul,03-Sept-19,2945,Nil
CHENAB,Jammu Tavi,03-Sept-19,-,-
CHENAB,Marala,03-Sept-19,59271,27571
CHENAB,Khanki,03-Sept-19,33403,25589
CHENAB,Qadirabad,03-Sept-19,29928,11928
CHENAB,Trimmu,03-Sept-19,36366,23266
CHENAB,Punjnad,03-Sept-19,45013,28763
RAVI,Jassar,03-Sept-19,-,6602
RAVI,Balloki,03-Sept-19,45265,17065
RAVI,Sidhnai,03-Sept-19,30284,15384
SUTLEJ,Sulemanki,03-Sept-19,28188,15831
SUTLEJ,Islam,03-Sept-19,14133,12583
INDUS,Kalabagh,04-Sept-19,180513,172313
INDUS,Chashma,04-Sept-19,186185,164885
INDUS,Taunsa,04-Sept-19,167776,146576
INDUS,Guddu,04-Sept-19,165175,140838
INDUS,Sukkar,04-Sept-19,133690,82420
INDUS,Kotri,04-Sept-19,98499,85774
JHELUM,Kotli,04-Sept-19,-,3580
JHELUM,Mangla,04-Sept-19,19000,7915
JHELUM,Rasul,04-Sept-19,5945,Nil
CHENAB,Jammu Tavi,04-Sept-19,-,-
CHENAB,Marala,04-Sept-19,57289,25589
CHENAB,Khanki,04-Sept-19,29450,21636
CHENAB,Qadirabad,04-Sept-19,27324,9324
CHENAB,Trimmu,04-Sept-19,36366,23266
CHENAB,Punjnad,04-Sept-19,45013,28763
RAVI,Jassar,04-Sept-19,-,6602
