River,Gauge Site,Date,Time,Up Stream Gauge,Up Stream Discharge,Down Stream Gauge,Down Stream Discharge,Flood Limit in Lac Cusecs (Low),Flood Limit in Lac Cusecs (Med),Flood Limit in Lac Cusecs (High),Flood Limit in Lac Cusecs     (V High),Flood Limit in Lac Cusecs     (Except. High),Remarks,,
RAVI,Thein,29-Aug-2025,06:00 Hrs,-,-,-,-,-,-,-,-,-,-,,
RAVI,Jassar,29-Aug-2025,01:00 Hrs,-,-,787.90,95580,0.50,0.75,1.00,1.50,2.00,Medium,,
RAVI,Jassar,29-Aug-2025,02:00 Hrs,-,-,787.90,95580,0.50,0.75,1.00,1.50,2.00,Medium,,
RAVI,Jassar,29-Aug-2025,03:00 Hrs,-,-,787.90,95580,0.50,0.75,1.00,1.50,2.00,Medium,,
RAVI,Jassar,29-Aug-2025,04:00 Hrs,-,-,787.80,93660,0.50,0.75,1.00,1.50,2.00,Medium,,
RAVI,Jassar,29-Aug-2025,05:00 Hrs,-,-,787.80,93660,0.50,0.75,1.00,1.50,2.00,Medium,,
RAVI,Jassar,29-Aug-2025,06:00 Hrs,-,-,787.80,93660,0.50,0.75,1.00,1.50,2.00,Medium,,
RAVI,Ravi Syphon,29-Aug-2025,01:00 Hrs,-,-,708.25,220627,0.40,0.65,0.90,1.35,1.80,Exp. High,,
RAVI,Ravi Syphon,29-Aug-2025,02:00 Hrs,-,-,708.25,220627,0.40,0.65,0.90,1.35,1.80,Exp. High,,
RAVI,Ravi Syphon,29-Aug-2025,03:00 Hrs,-,-,708.25,220627,0.40,0.65,0.90,1.35,1.80,Exp. High,,
RAVI,Ravi Syphon,29-Aug-2025,04:00 Hrs,-,-,708.25,220627,0.40,0.65,0.90,1.35,1.80,Exp. High,,
RAVI,Ravi Syphon,29-Aug-2025,05:00 Hrs,-,-,708.20,215768,0.40,0.65,0.90,1.35,1.80,Exp. High,,
RAVI,Ravi Syphon,29-Aug-2025,06:00 Hrs,-,-,708.20,215768,0.40,0.65,0.90,1.35,1.80,Exp. High,,
RAVI,Shahdara,29-Aug-2025,01:00 Hrs,-,-,691.70,219770,0.40,0.65,0.90,1.35,1.80,Exp. High,,
RAVI,Shahdara,29-Aug-2025,02:00 Hrs,-,-,691.70,219770,0.40,0.65,0.90,1.35,1.80,Exp. High,,
RAVI,Shahdara,29-Aug-2025,03:00 Hrs,-,-,691.60,217660,0.40,0.65,0.90,1.35,1.80,Exp. High,,
RAVI,Shahdara,29-Aug-2025,04:00 Hrs,-,-,691.60,217660,0.40,0.65,0.90,1.35,1.80,Exp. High,,
RAVI,Shahdara,29-Aug-2025,05:00 Hrs,-,-,691.40,213440,0.40,0.65,0.90,1.35,1.80,Exp. High,,
RAVI,Shahdara,29-Aug-2025,06:00 Hrs,-,-,691.40,213440,0.40,0.65,0.90,1.35,1.80,Exp. High,,
RAVI,Balloki,29-Aug-2025,01:00 Hrs,633.00,126010,628.00,114110,0.40,0.65,0.90,1.35,1.80,High,,
RAVI,Balloki,29-Aug-2025,02:00 Hrs,633.00,130945,628.50,119045,0.40,0.65,0.90,1.35,1.80,High,,
RAVI,Balloki,29-Aug-2025,03:00 Hrs,633.00,130945,628.50,119045,0.40,0.65,0.90,1.35,1.80,High,,
RAVI,Balloki,29-Aug-2025,04:00 Hrs,633.00,130945,628.50,119045,0.40,0.65,0.90,1.35,1.80,High,,
RAVI,Balloki,29-Aug-2025,05:00 Hrs,633.00,130945,628.50,119045,0.40,0.65,0.90,1.35,1.80,High,,
RAVI,Balloki,29-Aug-2025,06:00 Hrs,633.20,130945,628.50,119045,0.40,0.65,0.90,1.35,1.80,High,,
RAVI,Balloki,29-Aug-2025,07:00 Hrs,633.20,135625,628.70,123725,0.40,0.65,0.90,1.35,1.80,High,,
RAVI,Balloki,29-Aug-2025,08:00 Hrs,633.20,139775,628.80,127875,0.40,0.65,0.90,1.35,1.80,High,,
RAVI,Balloki,29-Aug-2025,09:00 Hrs,633.50,143790,628.90,131890,0.40,0.65,0.90,1.35,1.80,High,,
RAVI,Balloki,29-Aug-2025,10:00 Hrs,633.50,147410,629.00,135510,0.40,0.65,0.90,1.35,1.80,Very High,,
RAVI,Balloki,29-Aug-2025,11:00 Hrs,633.50,151560,629.00,139660,0.40,0.65,0.90,1.35,1.80,Very High,,
RAVI,Sidhnai,29-Aug-2025,06:00 Hrs,467.00,25443,456.75,10093,0.30,0.46,0.60,0.90,1.30,Normal,,
SUTLEJ,Bhakara**,29-Aug-2025,06:00 Hrs,-,-,-,-,-,-,-,-,-,-,,
SUTLEJ,G.S Wala*,29-Aug-2025,01:00 Hrs,-,-,23.00,261053,0.50,0.80,1.20,1.75,2.25,Exp. High,,
SUTLEJ,G.S Wala*,29-Aug-2025,02:00 Hrs,-,-,23.00,261053,0.50,0.80,1.20,1.75,2.25,Exp. High,,
SUTLEJ,G.S Wala*,29-Aug-2025,03:00 Hrs,-,-,23.00,261053,0.50,0.80,1.20,1.75,2.25,Exp. High,,
SUTLEJ,G.S Wala*,29-Aug-2025,04:00 Hrs,-,-,23.00,261053,0.50,0.80,1.20,1.75,2.25,Exp. High,,
SUTLEJ,G.S Wala*,29-Aug-2025,05:00 Hrs,-,-,23.00,261053,0.50,0.80,1.20,1.75,2.25,Exp. High,,
SUTLEJ,G.S Wala*,29-Aug-2025,06:00 Hrs,-,-,23.00,261053,0.50,0.80,1.20,1.75,2.25,Exp. High,,
SUTLEJ,Bakarke,29-Aug-2025,06:00 Hrs,-,-,627.70,Nil,-,-,-,-,-,-,,
SUTLEJ,Sulemanki,29-Aug-2025,01:00 Hrs,570.00,113124,568.45,113124,0.50,0.80,1.20,1.75,2.25,Medium,,
SUTLEJ,Sulemanki,29-Aug-2025,02:00 Hrs,570.00,113124,568.45,113124,0.50,0.80,1.20,1.75,2.25,Medium,,
SUTLEJ,Sulemanki,29-Aug-2025,03:00 Hrs,570.00,113124,568.45,113124,0.50,0.80,1.20,1.75,2.25,Medium,,
SUTLEJ,Sulemanki,29-Aug-2025,04:00 Hrs,570.00,113124,568.45,113124,0.50,0.80,1.20,1.75,2.25,Medium,,
SUTLEJ,Sulemanki,29-Aug-2025,05:00 Hrs,570.00,113124,568.45,113124,0.50,0.80,1.20,1.75,2.25,Medium,,
SUTLEJ,Sulemanki,29-Aug-2025,06:00 Hrs,570.00,113124,568.45,113124,0.50,0.80,1.20,1.75,2.25,Medium,,
SUTLEJ,Islam,29-Aug-2025,06:00 Hrs,452.50,60814,447.00,58764,0.50,0.80,1.20,1.75,2.25,Low,,
SUTLEJ,M/Syphon,29-Aug-2025,06:00 Hrs,422.80,46635,422.80,46635,0.50,0.80,1.20,1.75,-,Normal,,
BEAS,Pong,29-Aug-2025,06:00 Hrs,-,-,-,-,-,-,-,-,-,,,
N/BEIN,Shakar Gargh,29-Aug-2025,06:00 Hrs,-,-,878.40,1780,0.016,0.030,0.240,0.260,0.43,Low,,
N/DEG,Kingra Bridge,29-Aug-2025,06:00 Hrs,-,-,887.00,3025,0.100,0.150,0.220,0.300,-,Normal,,
N/AIK,Ura,29-Aug-2025,06:00 Hrs,-,-,827.7,16197,0.020,0.090,0.130,0.160,0.330,Very High,,
N/BASANTER,Narowal,29-Aug-2025,06:00 Hrs,-,-,788.20,5145,0.025,0.041,0.075,0.116,0.178,Medium,,
N/PALKHU,Wazirabad,29-Aug-2025,06:00 Hrs,-,-,749.00,15300,0.025,0.031,0.050,0.250,0.260,High,,
KABUL,Nowshehra,29-Aug-2025,12:00 Hrs,,,5.74,29700,,,,,,,,
INDUS,Tarbela,29-Aug-2025,12:00 Hrs,1550.00,172000,-,155200,,,,,,,,
INDUS,khairabad,29-Aug-2025,12:00 Hrs,-,-,13.80,154900,2.25,3.75,5.00,6.50,8.00,Normal,,
INDUS,Kalabagh,29-Aug-2025,12:00 Hrs,693.50,241929,680.40,234422,2.50,3.75,5.00,6.50,8.00,Normal,,
INDUS,Chashma,29-Aug-2025,12:00 Hrs,647.50,218107,614.30,212957,2.50,3.75,5.00,6.50,8.00,Normal,,
INDUS,Taunsa,29-Aug-2025,12:00 Hrs,446.50,206529,430.50,190529,,,,,,,,
INDUS,Ghazi ghat*,29-Aug-2025,12:00 Hrs,-,-,392.50,-,-,-,-,-,-,-,,
INDUS,Guddu,29-Aug-2025,12:00 Hrs,256.40,396343,252.90,365899,2.00,3.50,5.00,7.00,9.00,Medium,,
INDUS,Sukkar,29-Aug-2025,12:00 Hrs,200.80,284970,199.30,229500,,,,,,,,
INDUS,Kotri,29-Aug-2025,12:00 Hrs,67.20,253126,59.80,220081,2.50,4.00,5.00,6.50,8.00,Normal,,
JHELUM,Kotli,29-Aug-2025,12:00 Hrs,-,-,10.70,11350,-,-,-,-,-,-,,
JHELUM,Chattar kalas,29-Aug-2025,12:00 Hrs,-,-,19.00,37280,1.00,1.50,2.00,3.00,-,Normal,,
JHELUM,Mangla,29-Aug-2025,12:00 Hrs,1223.20,30000,-,8000,,,,,,,,
JHELUM,Rasul,29-Aug-2025,12:00 Hrs,719.00,5200,691.50,-,,,,,,,,
JHELUM,Khushab bridge,29-Aug-2025,12:00 Hrs,-,-,585.70,2719,-,-,-,-,-,-,,
CHENAB,Marala,29-Aug-2025,12:00 Hrs,810.00,116440,800.90,112440,1.00,1.50,2.00,4.00,6.00,Low,,
CHENAB,Khanki,29-Aug-2025,07:00 Hrs,733.00,188100,731.10,188100,1.00,1.50,2.00,4.00,6.00,Medium,,
CHENAB,Khanki,29-Aug-2025,08:00 Hrs,733.00,188100,731.10,188100,1.00,1.50,2.00,4.00,6.00,Medium,,
CHENAB,Khanki,29-Aug-2025,09:00 Hrs,733.00,188100,731.10,188100,1.00,1.50,2.00,4.00,6.00,Medium,,
CHENAB,Khanki,29-Aug-2025,10:00 Hrs,733.00,188100,731.10,188100,1.00,1.50,2.00,4.00,6.00,Medium,,
CHENAB,Khanki,29-Aug-2025,11:00 Hrs,733.00,188100,731.10,188100,1.00,1.50,2.00,4.00,6.00,Medium,,
CHENAB,Khanki,29-Aug-2025,12:00 Hrs,732.00,184934,730.50,184934,1.00,1.50,2.00,4.00,6.00,Medium,,
CHENAB,Qadirabad,29-Aug-2025,07:00 Hrs,701.00,222812,695.10,222812,1.00,1.50,2.00,4.00,6.00,High,,
CHENAB,Qadirabad,29-Aug-2025,08:00 Hrs,700.00,217375,694.80,217375,1.00,1.50,2.00,4.00,6.00,High,,
CHENAB,Qadirabad,29-Aug-2025,09:00 Hrs,700.00,217375,694.80,217375,1.00,1.50,2.00,4.00,6.00,High,,
CHENAB,Qadirabad,29-Aug-2025,10:00 Hrs,700.00,217375,694.80,217375,1.00,1.50,2.00,4.00,6.00,High,,
CHENAB,Qadirabad,29-Aug-2025,11:00 Hrs,700.00,196483,694.60,196483,1.00,1.50,2.00,4.00,6.00,Medium,,
CHENAB,Qadirabad,29-Aug-2025,12:00 Hrs,700.00,196483,694.60,196483,1.00,1.50,2.00,4.00,6.00,Medium,,
CHENAB,Chiniot Bridge,29-Aug-2025,07:00 Hrs,-,-,596.80,817700,1.00,1.50,2.00,4.00,6.00,Exp. High,,
CHENAB,Chiniot Bridge,29-Aug-2025,08:00 Hrs,-,-,596.90,830100,1.00,1.50,2.00,4.00,6.00,Exp. High,,
CHENAB,Chiniot Bridge,29-Aug-2025,09:00 Hrs,-,-,596.90,830100,1.00,1.50,2.00,4.00,6.00,Exp. High,,
CHENAB,Chiniot Bridge,29-Aug-2025,10:00 Hrs,-,-,597.00,842500,1.00,1.50,2.00,4.00,6.00,Exp. High,,
CHENAB,Chiniot Bridge,29-Aug-2025,11:00 Hrs,-,-,597.00,842500,1.00,1.50,2.00,4.00,6.00,Exp. High,,
CHENAB,Chiniot Bridge,29-Aug-2025,12:00 Hrs,-,-,597.00,842500,1.00,1.50,2.00,4.00,6.00,Exp. High,,
CHENAB,Trimmu,29-Aug-2025,07:00 Hrs,490.20,122045,488.00,119645,1.50,2.00,3.00,4.50,6.00,Normal,,
CHENAB,Trimmu,29-Aug-2025,08:00 Hrs,490.20,129372,488.10,126972,1.50,2.00,3.00,4.50,6.00,Normal,,
CHENAB,Trimmu,29-Aug-2025,09:00 Hrs,490.20,129372,488.10,126972,1.50,2.00,3.00,4.50,6.00,Normal,,
CHENAB,Trimmu,29-Aug-2025,10:00 Hrs,490.20,129372,488.10,126972,1.50,2.00,3.00,4.50,6.00,Normal,,
CHENAB,Trimmu,29-Aug-2025,11:00 Hrs,490.20,129372,488.10,126972,1.50,2.00,3.00,4.50,6.00,Normal,,
CHENAB,Trimmu,29-Aug-2025,12:00 Hrs,490.20,129372,488.10,126972,1.50,2.00,3.00,4.50,6.00,Normal,,
CHENAB,Punjnad,29-Aug-2025,12:00 Hrs,337.50,75098,334.80,60608,1.50,2.00,3.00,4.50,6.00,Normal,,
RAVI,Thein,29-Aug-2025,12:00 Hrs,-,-,-,-,-,-,-,-,-,-,,
RAVI,Jassar,29-Aug-2025,07:00 Hrs,-,-,787.60,89820,0.50,0.75,1.00,1.50,2.00,Medium,,
RAVI,Jassar,29-Aug-2025,08:00 Hrs,-,-,787.60,89820,0.50,0.75,1.00,1.50,2.00,Medium,,
RAVI,Jassar,29-Aug-2025,09:00 Hrs,-,-,787.40,85980,0.50,0.75,1.00,1.50,2.00,Medium,,
RAVI,Jassar,29-Aug-2025,10:00 Hrs,-,-,787.40,85980,0.50,0.75,1.00,1.50,2.00,Medium,,
RAVI,Jassar,29-Aug-2025,11:00 Hrs,-,-,787.40,85980,0.50,0.75,1.00,1.50,2.00,Medium,,
RAVI,Jassar,29-Aug-2025,12:00 Hrs,-,-,787.40,85980,0.50,0.75,1.00,1.50,2.00,Medium,,
RAVI,Ravi Syphon,29-Aug-2025,07:00 Hrs,-,-,708.15,213545,0.40,0.65,0.90,1.35,1.80,Exp. High,,
RAVI,Ravi Syphon,29-Aug-2025,08:00 Hrs,-,-,708.15,213545,0.40,0.65,0.90,1.35,1.80,Exp. High,,
RAVI,Ravi Syphon,29-Aug-2025,09:00 Hrs,-,-,708.10,211321,0.40,0.65,0.90,1.35,1.80,Exp. High,,
RAVI,Ravi Syphon,29-Aug-2025,10:00 Hrs,-,-,708.10,211321,0.40,0.65,0.90,1.35,1.80,Exp. High,,
RAVI,Ravi Syphon,29-Aug-2025,11:00 Hrs,-,-,708.05,202428,0.40,0.65,0.90,1.35,1.80,Exp. High,,
RAVI,Ravi Syphon,29-Aug-2025,12:00 Hrs,-,-,708.00,195757,0.40,0.65,0.90,1.35,1.80,Exp. High,,
RAVI,Shahdara,29-Aug-2025,07:00 Hrs,-,-,691.30,211330,0.40,0.65,0.90,1.35,1.80,Exp. High,,
RAVI,Shahdara,29-Aug-2025,08:00 Hrs,-,-,691.30,211330,0.40,0.65,0.90,1.35,1.80,Exp. High,,
RAVI,Shahdara,29-Aug-2025,09:00 Hrs,-,-,691.30,211330,0.40,0.65,0.90,1.35,1.80,Exp. High,,
RAVI,Shahdara,29-Aug-2025,10:00 Hrs,-,-,691.20,209220,0.40,0.65,0.90,1.35,1.80,Exp. High,,
RAVI,Shahdara,29-Aug-2025,11:00 Hrs,-,-,690.80,201400,0.40,0.65,0.90,1.35,1.80,Exp. High,,
RAVI,Shahdara,29-Aug-2025,12:00 Hrs,-,-,690.30,192400,0.40,0.65,0.90,1.35,1.80,Exp. High,,
RAVI,Balloki,29-Aug-2025,12:00 Hrs,633.50,154975,629.60,144975,0.40,0.65,0.90,1.35,1.80,Very High,,
RAVI,Sidhnai,29-Aug-2025,12:00 Hrs,467.00,27368,457.00,12818,0.30,0.46,0.60,0.90,1.30,Normal,,
SUTLEJ,Bhakara**,29-Aug-2025,12:00 Hrs,-,-,-,-,-,-,-,-,-,-,,
SUTLEJ,G.S Wala*,29-Aug-2025,07:00 Hrs,-,-,23.00,261053,0.50,0.80,1.20,1.75,2.25,Exp. High,,
SUTLEJ,G.S Wala*,29-Aug-2025,08:00 Hrs,-,-,23.00,261053,0.50,0.80,1.20,1.75,2.25,Exp. High,,
SUTLEJ,G.S Wala*,29-Aug-2025,09:00 Hrs,-,-,23.00,261053,0.50,0.80,1.20,1.75,2.25,Exp. High,,
SUTLEJ,G.S Wala*,29-Aug-2025,10:00 Hrs,-,-,23.00,261053,0.50,0.80,1.20,1.75,2.25,Exp. High,,
SUTLEJ,G.S Wala*,29-Aug-2025,11:00 Hrs,-,-,23.00,261053,0.50,0.80,1.20,1.75,2.25,Exp. High,,
SUTLEJ,G.S Wala*,29-Aug-2025,12:00 Hrs,-,-,23.00,261053,0.50,0.80,1.20,1.75,2.25,Exp. High,,
SUTLEJ,Bakarke,29-Aug-2025,12:00 Hrs,-,-,628.00,Nil,-,-,-,-,-,-,,
SUTLEJ,Sulemanki,29-Aug-2025,07:00 Hrs,570.00,113124,568.45,113124,0.50,0.80,1.20,1.75,2.25,Medium,,
SUTLEJ,Sulemanki,29-Aug-2025,08:00 Hrs,570.00,113124,568.45,113124,0.50,0.80,1.20,1.75,2.25,Medium,,
SUTLEJ,Sulemanki,29-Aug-2025,09:00 Hrs,570.00,113124,568.45,113124,0.50,0.80,1.20,1.75,2.25,Medium,,
SUTLEJ,Sulemanki,29-Aug-2025,10:00 Hrs,570.00,113124,568.45,113124,0.50,0.80,1.20,1.75,2.25,Medium,,
SUTLEJ,Sulemanki,29-Aug-2025,11:00 Hrs,570.00,113124,568.45,113124,0.50,0.80,1.20,1.75,2.25,Medium,,
SUTLEJ,Sulemanki,29-Aug-2025,12:00 Hrs,570.00,113124,568.45,113124,0.50,0.80,1.20,1.75,2.25,Medium,,
SUTLEJ,Islam,29-Aug-2025,12:00 Hrs,452.50,60814,447.00,58764,0.50,0.80,1.20,1.75,2.25,Low,,
SUTLEJ,M/Syphon,29-Aug-2025,12:00 Hrs,422.80,46635,422.80,46635,0.50,0.80,1.20,1.75,-,Normal,,
BEAS,Pong,29-Aug-2025,12:00 Hrs,,,,,,,,,,,,
N/BEIN,Shakar Gargh,29-Aug-2025,12:00 Hrs,,,878.40,1780,0.016,0.030,0.240,0.260,0.43,Low,,
N/DEG,Kingra Bridge,29-Aug-2025,12:00 Hrs,-,-,887.00,3025,0.100,0.150,0.220,0.300,-,Normal,,
N/AIK,Ura,29-Aug-2025,12:00 Hrs,,,824.70,9806,0.020,0.090,0.130,0.160,0.330,Medium,,
N/BASANTER,Narowal,29-Aug-2025,12:00 Hrs,-,-,787.50,4375,0.025,0.041,0.075,0.116,0.178,Medium,,
N/PALKHU,Wazirabad,29-Aug-2025,12:00 Hrs,-,-,748.60,13700,0.025,0.031,0.050,0.250,0.260,High,,
N/LAI,Gawalmandi,29-Aug-2025,12:00 Hrs,-,-,NR,NR,20,,,,,Normal,,
N/LAI,Katarian,29-Aug-2025,12:00 Hrs,-,-,NR,NR,20,,,,,Normal,,
KABUL,Nowshehra,29-Aug-2025,18:00 Hrs,,,5.90,30800,,,,,,,,
INDUS,Tarbela,29-Aug-2025,18:00 Hrs,1550.09,170000,,155200,,,,,,,,
INDUS,khairabad,29-Aug-2025,18:00 Hrs,-,-,13.40,151600,2.25,3.75,5.00,6.50,8.00,Normal,,
INDUS,Kalabagh,29-Aug-2025,18:00 Hrs,693.50,232907,680.30,225400,2.50,3.75,5.00,6.50,8.00,Normal,,
INDUS,Chashma,29-Aug-2025,18:00 Hrs,647.50,221799,614.40,216949,2.50,3.75,5.00,6.50,8.00,Normal,,
INDUS,Taunsa,29-Aug-2025,18:00 Hrs,446.50,206529,430.50,190529,,,,,,,,
INDUS,Ghazi ghat*,29-Aug-2025,18:00 Hrs,-,-,392.40,-,-,-,-,-,-,-,,
INDUS,Guddu,29-Aug-2025,18:00 Hrs,255.50,379399,253.00,350943,2.00,3.50,5.00,7.00,9.00,Medium,,
INDUS,Sukkar,29-Aug-2025,18:00 Hrs,200.50,296020,199.50,240550,,,,,,,,
INDUS,Kotri,29-Aug-2025,18:00 Hrs,66.70,255811,59.90,222756,2.50,4.00,5.00,6.50,8.00,Normal,,
JHELUM,Kotli,29-Aug-2025,18:00 Hrs,-,-,10.20,9430,-,-,-,-,-,-,,
JHELUM,Chattar kalas,29-Aug-2025,18:00 Hrs,-,-,21.70,47880,1.00,1.50,2.00,3.00,-,Normal,,
JHELUM,Mangla,29-Aug-2025,18:00 Hrs,1223.25,18000,,8000,,,,,,,,
JHELUM,Rasul,29-Aug-2025,18:00 Hrs,719.10,10541,694.00,5341,,,,,,,,
JHELUM,Khushab bridge,29-Aug-2025,18:00 Hrs,-,-,586.40,3256,-,-,-,-,-,-,,
CHENAB,Marala,29-Aug-2025,18:00 Hrs,810.00,109540,801.30,106540,1.00,1.50,2.00,4.00,6.00,Low,,
CHENAB,Khanki,29-Aug-2025,13:00 Hrs,732.00,184934,730.50,184934,1.00,1.50,2.00,4.00,6.00,Medium,,
CHENAB,Khanki,29-Aug-2025,14:00 Hrs,732.00,184934,730.50,184934,1.00,1.50,2.00,4.00,6.00,Medium,,
CHENAB,Khanki,29-Aug-2025,15:00 Hrs,-,-,-,-,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Khanki,29-Aug-2025,16:00 Hrs,-,-,-,-,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Khanki,29-Aug-2025,17:00 Hrs,-,-,-,-,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Khanki,29-Aug-2025,18:00 Hrs,732.00,174472,730.40,174472,1.00,1.50,2.00,4.00,6.00,Medium,,
CHENAB,Qadirabad,29-Aug-2025,13:00 Hrs,700.00,196483,694.60,196483,1.00,1.50,2.00,4.00,6.00,Medium,,
CHENAB,Qadirabad,29-Aug-2025,14:00 Hrs,700.00,196483,694.60,196483,1.00,1.50,2.00,4.00,6.00,Medium,,
CHENAB,Qadirabad,29-Aug-2025,15:00 Hrs,700.00,185222,694.20,185222,1.00,1.50,2.00,4.00,6.00,Medium,,
CHENAB,Qadirabad,29-Aug-2025,16:00 Hrs,700.00,185222,694.20,185222,1.00,1.50,2.00,4.00,6.00,Medium,,
CHENAB,Qadirabad,29-Aug-2025,17:00 Hrs,700.00,185222,694.20,185222,1.00,1.50,2.00,4.00,6.00,Medium,,
CHENAB,Qadirabad,29-Aug-2025,18:00 Hrs,700.00,185222,694.20,185222,1.00,1.50,2.00,4.00,6.00,Medium,,
CHENAB,Chiniot Bridge,29-Aug-2025,13:00 Hrs,-,-,597.00,842500,1.00,1.50,2.00,4.00,6.00,Exp. High,,
CHENAB,Chiniot Bridge,29-Aug-2025,14:00 Hrs,-,-,597.10,855000,1.00,1.50,2.00,4.00,6.00,Exp. High,,
CHENAB,Chiniot Bridge,29-Aug-2025,15:00 Hrs,-,-,597.10,855000,1.00,1.50,2.00,4.00,6.00,Exp. High,,
CHENAB,Chiniot Bridge,29-Aug-2025,16:00 Hrs,-,-,597.10,855000,1.00,1.50,2.00,4.00,6.00,Exp. High,,
CHENAB,Chiniot Bridge,29-Aug-2025,17:00 Hrs,-,-,597.10,855000,1.00,1.50,2.00,4.00,6.00,Exp. High,,
CHENAB,Chiniot Bridge,29-Aug-2025,18:00 Hrs,-,-,597.10,855000,1.00,1.50,2.00,4.00,6.00,Exp. High,,
CHENAB,Trimmu,29-Aug-2025,13:00 Hrs,490.20,129715,488.15,127315,1.50,2.00,3.00,4.50,6.00,Normal,,
CHENAB,Trimmu,29-Aug-2025,14:00 Hrs,490.20,129715,488.15,127315,1.50,2.00,3.00,4.50,6.00,Normal,,
CHENAB,Trimmu,29-Aug-2025,15:00 Hrs,490.20,129226,488.15,127315,1.50,2.00,3.00,4.50,6.00,Normal,,
CHENAB,Trimmu,29-Aug-2025,16:00 Hrs,490.20,129226,488.15,127315,1.50,2.00,3.00,4.50,6.00,Normal,,
CHENAB,Trimmu,29-Aug-2025,17:00 Hrs,490.20,128621,488.15,127315,1.50,2.00,3.00,4.50,6.00,Normal,,
CHENAB,Trimmu,29-Aug-2025,18:00 Hrs,490.20,128215,488.15,127315,1.50,2.00,3.00,4.50,6.00,Normal,,
CHENAB,Punjnad,29-Aug-2025,18:00 Hrs,337.50,75098,334.80,60608,1.50,2.00,3.00,4.50,6.00,Normal,,
RAVI,Thein,29-Aug-2025,18:00 Hrs,-,-,-,-,-,-,-,-,-,-,,
RAVI,Jassar,29-Aug-2025,13:00 Hrs,-,-,787.30,84060,0.50,0.75,1.00,1.50,2.00,Medium,,
RAVI,Jassar,29-Aug-2025,14:00 Hrs,-,-,787.30,84060,0.50,0.75,1.00,1.50,2.00,Medium,,
RAVI,Jassar,29-Aug-2025,15:00 Hrs,-,-,787.30,84060,0.50,0.75,1.00,1.50,2.00,Medium,,
RAVI,Jassar,29-Aug-2025,16:00 Hrs,-,-,787.30,84060,0.50,0.75,1.00,1.50,2.00,Medium,,
RAVI,Jassar,29-Aug-2025,17:00 Hrs,-,-,787.20,82140,0.50,0.75,1.00,1.50,2.00,Medium,,
RAVI,Jassar,29-Aug-2025,18:00 Hrs,-,-,787.20,82140,0.50,0.75,1.00,1.50,2.00,Medium,,
RAVI,Ravi Syphon,29-Aug-2025,13:00 Hrs,-,-,708.00,195757,0.40,0.65,0.90,1.35,1.80,Exp. High,,
RAVI,Ravi Syphon,29-Aug-2025,14:00 Hrs,-,-,707.95,191215,0.40,0.65,0.90,1.35,1.80,Exp. High,,
RAVI,Ravi Syphon,29-Aug-2025,15:00 Hrs,-,-,707.90,185418,0.40,0.65,0.90,1.35,1.80,Exp. High,,
RAVI,Ravi Syphon,29-Aug-2025,16:00 Hrs,-,-,707.85,179622,0.40,0.65,0.90,1.35,1.80,Very High,,
RAVI,Ravi Syphon,29-Aug-2025,17:00 Hrs,-,-,707.60,166415,0.40,0.65,0.90,1.35,1.80,Very High,,
RAVI,Ravi Syphon,29-Aug-2025,18:00 Hrs,-,-,707.50,160515,0.40,0.65,0.90,1.35,1.80,Very High,,
RAVI,Shahdara,29-Aug-2025,13:00 Hrs,-,-,690.30,192400,0.40,0.65,0.90,1.35,1.80,Exp. High,,
RAVI,Shahdara,29-Aug-2025,14:00 Hrs,-,-,690.20,190600,0.40,0.65,0.90,1.35,1.80,Exp. High,,
RAVI,Shahdara,29-Aug-2025,15:00 Hrs,-,-,689.70,184671,0.40,0.65,0.90,1.35,1.80,Exp. High,,
RAVI,Shahdara,29-Aug-2025,16:00 Hrs,-,-,688.90,176812,0.40,0.65,0.90,1.35,1.80,Very High,,
RAVI,Shahdara,29-Aug-2025,17:00 Hrs,-,-,688.40,164694,0.40,0.65,0.90,1.35,1.80,Very High,,
RAVI,Shahdara,29-Aug-2025,18:00 Hrs,-,-,688.20,159847,0.40,0.65,0.90,1.35,1.80,Very High,,
RAVI,Balloki,29-Aug-2025,13:00 Hrs,633.50,155495,629.80,146995,0.40,0.65,0.90,1.35,1.80,Very High,,
RAVI,Balloki,29-Aug-2025,14:00 Hrs,633.50,155495,629.80,146995,0.40,0.65,0.90,1.35,1.80,Very High,,
RAVI,Balloki,29-Aug-2025,15:00 Hrs,634.00,164040,630.00,158540,0.40,0.65,0.90,1.35,1.80,Very High,,
RAVI,Balloki,29-Aug-2025,16:00 Hrs,634.00,166820,630.20,162820,0.40,0.65,0.90,1.35,1.80,Very High,,
RAVI,Balloki,29-Aug-2025,17:00 Hrs,634.00,169675,630.40,166175,0.40,0.65,0.90,1.35,1.80,Very High,,
RAVI,Balloki,29-Aug-2025,18:00 Hrs,634.00,171705,630.60,168705,0.40,0.65,0.90,1.35,1.80,Very High,,
RAVI,Sidhnai,29-Aug-2025,18:00 Hrs,467.00,29278,457.50,14728,0.30,0.46,0.60,0.90,1.30,Normal,,
SUTLEJ,Bhakara**,29-Aug-2025,18:00 Hrs,-,-,-,-,-,-,-,-,-,-,,
